replicate,cycle,fluorescence
32,4,1102.0721411879429
32,5,2000.316803493566
32,6,3632.308339124574
32,7,6653.4300955188055
32,8,12186.851572228836
32,9,22495.981198131638
32,10,41490.94304227429
32,11,76738.19904213339
32,12,142034.93710054466
32,13,262983.2535233962
32,14,486448.2382219839
32,15,899687.815125301
32,16,1660479.9565952402
32,17,3054024.033507621
32,18,5582041.144275173
32,19,10085066.466318524
32,20,17836303.447581846
32,21,30370471.543433875
32,22,48465602.43397983
32,23,69847997.52141708
32,24,87888453.18756011
32,25,97009428.6491001
32,26,99494560.72841102
32,27,99926643.41219874
32,28,99989618.80094373
32,29,99998522.91453452
32,30,99999786.0181171
32,31,100000026.87469073
32,32,100000054.14951956
32,33,100000049.12815976
32,34,100000044.4188428
32,35,100000040.99598415
33,0,147.84923906366177
33,1,214.6173034631957
33,2,361.598582097469
33,3,609.0629590731559
33,4,1066.6386280194056
33,5,1943.8370604184065
33,6,3545.122393827294
33,7,6497.3665126805645
33,8,11985.643531333622
33,9,22095.39443204289
33,10,40732.40838271802
33,11,75322.13029153277
33,12,139419.88330914377
33,13,257927.44594792338
33,14,476955.06954395946
33,15,881561.1461468132
33,16,1627180.1221324888
33,17,2992860.2853397178
33,18,5470891.204643209
33,19,9890099.613672743
33,20,17508834.593866017
33,21,29858778.08339122
33,22,47787752.71984503
33,23,69155598.5016656
33,24,87433989.8421591
33,25,96849647.82201536
33,26,99465400.33099149
33,27,99921333.07488202
33,28,99989006.29591297
33,29,99998583.50704716
33,30,99999885.56744763
33,31,100000042.62692459
33,32,100000047.95953956
33,33,100000050.70451388
33,34,100000051.17495325
33,35,100000046.30949311
34,0,148.8738844470962
34,1,224.34918788707614
34,2,366.39292019924875
34,3,649.3507897673572
34,4,1143.9806412962514
34,5,2070.8835040668246
34,6,3766.3482255274844
34,7,6925.2079481423225
34,8,12726.095708434608
34,9,23478.71079871489
34,10,43325.416191264245
34,11,80059.69099683894
34,12,147973.50793465824
34,13,273556.1925275344
34,14,505575.683655275
34,15,933698.2022697906
34,16,1720755.716245918
34,17,3161397.467906128
34,18,5769750.627529821
34,19,10405640.645469071
34,20,18359891.934027072
34,21,31153092.63623068
34,22,49468215.35844622
34,23,70823928.72315218
34,24,88482041.98517151
34,25,97190548.15586877
34,26,99524603.77912647
34,27,99929032.26435578
34,28,99989556.12086865
34,29,99998605.83434516
34,30,99999843.62022625
34,31,100000046.05347475
34,32,100000053.15878168
34,33,100000056.59878066
34,34,100000049.68643059
34,35,100000049.0178992
35,0,140.79073423979372
35,1,221.22731841899142
35,2,353.9219039439873
35,3,636.8492638256218
35,4,1122.1032424168304
35,5,2053.8910597476292
35,6,3764.0780653797647
35,7,6882.892418130989
35,8,12702.652477385747
35,9,23436.650213714078
35,10,43286.809725564504
35,11,80043.5013123199
35,12,148034.3329639273
35,13,273612.7620648194
35,14,505359.2749983902
35,15,933437.7673283147
35,16,1720893.0647838379
35,17,3160958.4622631273
35,18,5767043.044977314
35,19,10396788.914313704
35,20,18338658.17381753
35,21,31113186.264993515
35,22,49409943.459165365
35,23,70749768.18453515
35,24,88424296.31350225
35,25,97166148.33904889
35,26,99519380.62646036
35,27,99927841.62399518
35,28,99989111.81979965
35,29,99998571.97621852
35,30,99999793.3103808
35,31,100000011.81542537
35,32,100000046.9770253
35,33,100000040.54101083
35,34,100000049.22083502
35,35,100000047.2743409
36,0,136.8329425734029
36,1,225.61262324291408
36,2,383.575257628057
36,3,643.0674130989067
36,4,1141.6563194315968
36,5,2067.11663007588
36,6,3775.26420746075
36,7,6901.784235215647
36,8,12722.85213284738
36,9,23456.171907865737
36,10,43285.200824906606
36,11,80027.01308731151
36,12,147946.5811634972
36,13,273180.2778521051
36,14,505253.8526497272
36,15,933252.7924840063
36,16,1721706.0359110367
36,17,3163964.4330396787
36,18,5778110.415442034
36,19,10425182.581764158
36,20,18401268.362120263
36,21,31232078.287507128
36,22,49594165.851869375
36,23,70981081.2575913
36,24,88609307.91936073
36,25,97250784.27851596
36,26,99539204.81889203
36,27,99931947.31562832
36,28,99990342.15178335
36,29,99998653.61218482
36,30,99999914.16775511
36,31,100000015.16814351
36,32,100000053.00195147
36,33,100000047.63307008
36,34,100000041.7359686
36,35,100000050.78308341
37,0,142.81855543061647
37,1,230.51553401168007
37,2,372.3801631357509
37,3,653.6886101055862
37,4,1171.900136935376
37,5,2143.702856638959
37,6,3903.9024249849053
37,7,7153.370161106354
37,8,13157.127483376456
37,9,24276.582022290597
37,10,44788.91558509928
37,11,82798.74164789155
37,12,153133.7277097784
37,13,283119.7384017147
37,14,522947.7962180631
37,15,965745.5998740497
37,16,1780608.3398146224
37,17,3271009.3354022466
37,18,5968602.641155042
37,19,10756618.422182448
37,20,18948271.545585766
37,21,32059739.32311464
37,22,50665746.13756618
37,23,72021901.65406273
37,24,89247297.81192768
37,25,97454740.1079499
37,26,99575587.04188624
37,27,99936592.6425542
37,28,99990519.44505934
37,29,99998668.73356962
37,30,99999830.77603112
37,31,99999993.33122598
37,32,100000055.70639664
37,33,100000057.83093414
37,34,100000058.8227638
37,35,100000053.45769116
38,0,140.74650323493114
38,1,215.247109841108
38,2,356.78438654198544
38,3,605.5433031452803
38,4,1066.2807900080043
38,5,1920.6666178483242
38,6,3504.883880157788
38,7,6409.223881002017
38,8,11789.08704006801
38,9,21731.614628808748
38,10,40102.51852952654
38,11,74017.07542902039
38,12,136858.82213146205
38,13,252720.54568118107
38,14,466958.6145882278
38,15,862493.983919366
38,16,1590518.752104054
38,17,2924475.258732478
38,18,5345350.89736203
38,19,9662562.66187768
38,20,17112649.833979245
38,21,29221550.15426899
38,22,46888599.57368972
38,23,68169747.5098622
38,24,86721286.19035949
38,25,96569683.57848972
38,26,99401823.25104749
38,27,99908935.1560354
38,28,99987122.9525401
38,29,99998346.60408007
38,30,99999816.60135432
38,31,100000018.45095758
38,32,100000051.80287075
38,33,100000055.8142352
38,34,100000054.28932863
38,35,100000059.1329062
39,0,139.30972961914262
39,1,220.00359299891855
39,2,365.27977205551707
39,3,623.2508659192815
39,4,1102.7828272735244
39,5,1991.2279147251563
39,6,3606.1219573653584
39,7,6614.044493764774
39,8,12214.482879491841
39,9,22462.882041931163
39,10,41473.96285688943
39,11,76633.37199447263
39,12,141717.21981349838
39,13,262084.08345063697
39,14,484350.6156620189
39,15,894357.3358879017
39,16,1648838.5136494397
39,17,3029937.960135346
39,18,5533973.239084824
39,19,9992413.27034753
39,20,17667231.05435772
39,21,30088841.13866495
39,22,48051896.78393184
39,23,69379664.24662729
39,24,87541676.5570588
39,25,96870525.58076604
39,26,99464580.47020228
39,27,99921047.09677067
39,28,99988507.49323243
39,29,99998342.8843509
39,30,99999688.77433708
39,31,100000024.61222097
39,32,100000051.70602408
39,33,100000069.00413936
39,34,100000059.01153384
39,35,100000059.96639757
40,0,139.62580735983482
40,1,223.44500717535465
40,2,367.07985188824216
40,3,635.9985337119939
40,4,1156.2552907847212
40,5,2099.6297813100273
40,6,3849.331342153949
40,7,7044.999133455716
40,8,12995.446557533618
40,9,23956.46484916444
40,10,44297.36939841681
40,11,81679.58092523328
40,12,151187.94666985498
40,13,279584.6507292747
40,14,517054.7416996039
40,15,954810.11003295
40,16,1759927.0984669458
40,17,3234113.6507157357
40,18,5903270.943936234
40,19,10643606.035773318
40,20,18764435.982959297
40,21,31781080.741806265
40,22,50308470.13754006
40,23,71677100.97091381
40,24,89040164.69453539
40,25,97388747.8239814
40,26,99562786.87952434
40,27,99934615.38677135
40,28,99990271.7130984
40,29,99998537.98210606
40,30,99999781.54481743
40,31,100000033.96742679
40,32,100000061.30660981
40,33,100000046.91979562
40,34,100000050.47611487
40,35,100000051.297715
41,0,144.9951309441507
41,1,232.85800728133637
41,2,362.24589356385695
41,3,642.1975881562595
41,4,1111.8020563092207
41,5,2027.405241681896
41,6,3744.3585522801304
41,7,6853.449303798742
41,8,12618.080791917577
41,9,23345.81498829432
41,10,43080.8787481451
41,11,79580.64149905882
41,12,147224.5150649466
41,13,272246.53441110183
41,14,503365.1115575925
41,15,929543.4230866974
41,16,1713957.5861396566
41,17,3149740.991741187
41,18,5752297.575499467
41,19,10376517.616006464
41,20,18312604.459660962
41,21,31086097.06928827
41,22,49388544.225435555
41,23,70751204.29921776
41,24,88443295.01767899
41,25,97182206.66462934
41,26,99525267.57332954
41,27,99929554.47951019
41,28,99989648.81894454
41,29,99998576.07656471
41,30,99999799.68820333
41,31,100000012.68852876
41,32,100000051.91419542
41,33,100000042.73600937
41,34,100000053.16123901
41,35,100000048.55355094
42,0,134.18580417449175
42,1,209.88811580644526
42,2,365.4613541018365
42,3,612.7990520155607
42,4,1093.4601009041555
42,5,1987.2629703993966
42,6,3620.6711371638444
42,7,6613.214505720165
42,8,12189.58184601494
42,9,22448.08859939193
42,10,41353.93256165563
42,11,76454.67845507125
42,12,141275.10607724002
42,13,261540.075356715
42,14,483042.58784455433
42,15,892406.6321534498
42,16,1645154.4132063845
42,17,3022688.874138044
42,18,5520057.6255295975
42,19,9965944.1028116
42,20,17619049.769334204
42,21,30005863.551191706
42,22,47938479.55382212
42,23,69254389.85168067
42,24,87445319.6569261
42,25,96822332.27852792
42,26,99452301.29883003
42,27,99917708.31379299
42,28,99988155.0235831
42,29,99998188.86044914
42,30,99999749.25421612
42,31,100000016.67649633
42,32,100000055.37026422
42,33,100000050.66862442
42,34,100000055.23197015
42,35,100000043.69580042
43,0,136.17804681668082
43,1,205.14718259825528
43,2,347.0657856275125
43,3,592.8475182366772
43,4,1051.4035317168689
43,5,1927.563813224827
43,6,3523.8429199850743
43,7,6471.687778453478
43,8,11925.223762761203
43,9,21968.805258851356
43,10,40575.42015471593
43,11,74963.50158492189
43,12,138532.92255642815
43,13,256043.04109922997
43,14,473429.2960360738
43,15,875048.0059365601
43,16,1614453.7912767695
43,17,2969265.342254169
43,18,5428307.861885653
43,19,9812951.734169876
43,20,17374560.280761905
43,21,29642580.200855386
43,22,47482970.91198875
43,23,68821823.83266333
43,24,87189843.27013053
43,25,96753608.31392969
43,26,99440174.2012809
43,27,99916604.16761884
43,28,99988733.68111904
43,29,99998436.52843896
43,30,99999862.05486454
43,31,100000046.17284307
43,32,100000053.96047914
43,33,100000033.39561641
43,34,100000043.17107086
43,35,100000053.44502003
44,0,146.96103603944366
44,1,219.25738876792306
44,2,361.7248712420686
44,3,630.8927726745355
44,4,1123.7577457941084
44,5,2044.4948187690206
44,6,3735.402217008421
44,7,6873.201854242506
44,8,12667.985712501126
44,9,23367.665046537717
44,10,43199.96487705186
44,11,79710.70904443509
44,12,147412.56284970528
44,13,272469.80250548
44,14,502996.6366353961
44,15,928218.8787049727
44,16,1710383.4281885794
44,17,3140583.6611315585
44,18,5729723.327177739
44,19,10331983.599554224
44,20,18233334.660163336
44,21,30950201.18520509
44,22,49196878.83558729
44,23,70535946.42250857
44,24,88291321.7405735
44,25,97117563.76303406
44,26,99510286.90473598
44,27,99926326.64562468
44,28,99989284.67100593
44,29,99998510.13467634
44,30,99999795.9691353
44,31,100000000.99835758
44,32,100000055.66298701
44,33,100000053.47142774
44,34,100000044.08744675
44,35,100000056.20543663
45,0,148.7036411881804
45,1,218.60544253512342
45,2,359.44259095479157
45,3,642.009702083549
45,4,1120.2207902270486
45,5,2035.9852232563705
45,6,3690.2470306999458
45,7,6795.981157282524
45,8,12514.169320824634
45,9,23098.13747493237
45,10,42613.49766240805
45,11,78827.4817465776
45,12,145875.1164641792
45,13,269666.60118129366
45,14,498419.8073962515
45,15,920722.6175334268
45,16,1698069.9839696481
45,17,3121586.3113693357
45,18,5701413.210716291
45,19,10290685.897890074
45,20,18174487.893091127
45,21,30878184.537338004
45,22,49117146.16298167
45,23,70494904.34076327
45,24,88282923.32359622
45,25,97132247.90041111
45,26,99516660.78790069
45,27,99926456.90353812
45,28,99989505.29519302
45,29,99998580.99534063
45,30,99999818.12056462
45,31,99999997.1807317
45,32,100000043.70536996
45,33,100000050.03401865
45,34,100000039.71741916
45,35,100000049.26060033
46,0,139.75855218248049
46,1,223.1362866968697
46,2,366.87480416358636
46,3,635.5225068167754
46,4,1125.766602222834
46,5,2017.4904074012134
46,6,3668.281416005648
46,7,6735.26010089246
46,8,12402.682020621776
46,9,22846.157760408743
46,10,42261.7131490241
46,11,78187.23171288607
46,12,144506.73018770036
46,13,267268.43046071945
46,14,493999.52316243545
46,15,912416.8467546437
46,16,1682214.1117369274
46,17,3091729.231844144
46,18,5644165.11759244
46,19,10186089.450932564
46,20,17990959.873929564
46,21,30585526.598671805
46,22,48717719.880064756
46,23,70055879.6506258
46,24,87975042.83812173
46,25,97016498.67627072
46,26,99491260.67149566
46,27,99923962.47628383
46,28,99989421.82760376
46,29,99998486.87193406
46,30,99999864.0418041
46,31,100000027.67819029
46,32,100000049.97931384
46,33,100000053.40299137
46,34,100000058.37801358
46,35,100000051.78032002
47,0,143.84069820780715
47,1,220.40717750189594
47,2,378.85431438541457
47,3,638.199849875919
47,4,1139.8548077790933
47,5,2067.7766170949503
47,6,3759.239317056794
47,7,6846.646241544406
47,8,12610.902020876321
47,9,23261.683405898966
47,10,43025.66260108091
47,11,79495.0464007586
47,12,146980.39043509544
47,13,271841.0457955831
47,14,502452.25138946355
47,15,928202.2070404269
47,16,1711208.8433733229
47,17,3144482.840077327
47,18,5741048.875469318
47,19,10357255.502924373
47,20,18281021.868874833
47,21,31040167.353379533
47,22,49322907.70748245
47,23,70683232.14549297
47,24,88399743.50912686
47,25,97168726.66844149
47,26,99521434.92003417
47,27,99929384.46348591
47,28,99989967.06410715
47,29,99998618.43096046
47,30,99999882.63045159
47,31,100000021.99361092
47,32,100000042.18464626
47,33,100000041.28928891
47,34,100000042.64995797
47,35,100000042.59989634
48,0,131.24732721976704
48,1,224.8734161550335
48,2,370.590345994016
48,3,645.2396595641549
48,4,1149.1278039900096
48,5,2069.2050589315795
48,6,3780.29459883684
48,7,6925.030806760498
48,8,12710.777154705242
48,9,23384.815435793047
48,10,43076.36891557602
48,11,79504.22821777029
48,12,146823.35193293128
48,13,271259.33584881556
48,14,500948.36675802956
48,15,924794.4345865347
48,16,1703595.3767911685
48,17,3127915.924855708
48,18,5707827.388923998
48,19,10292080.685766423
48,20,18157904.48449638
48,21,30826825.17315444
48,22,49016972.08487353
48,23,70341638.17236929
48,24,88142624.90232903
48,25,97065610.75940837
48,26,99498807.21909268
48,27,99924901.27553998
48,28,99988662.49332452
48,29,99998377.2641375
48,30,99999869.1559387
48,31,100000026.48383069
48,32,100000051.80076005
48,33,100000047.09171362
48,34,100000051.061306
48,35,100000047.08783276
49,0,139.5943078281976
49,1,208.30406418803028
49,2,343.42804324694964
49,3,587.3787405231867
49,4,1044.831662068864
49,5,1884.8023355560267
49,6,3441.0916981893133
49,7,6304.478638112066
49,8,11615.031839632959
49,9,21433.079064605507
49,10,39584.39363696819
49,11,73136.03515821027
49,12,135132.69496009228
49,13,249792.36060547995
49,14,461343.8242795698
49,15,852121.6596809007
49,16,1571232.6041452915
49,17,2886868.9366386156
49,18,5273260.905069573
49,19,9528774.28972772
49,20,16876075.680764973
49,21,28836044.737714145
49,22,46342495.938652
49,23,67566443.13153009
49,24,86272991.54670675
49,25,96386727.45372532
49,26,99360748.8359199
49,27,99903067.85909593
49,28,99985258.85375346
49,29,99997973.78960304
49,30,99999723.36345276
49,31,100000012.16089198
49,32,100000047.37952602
49,33,100000049.41761084
49,34,100000053.32132891
49,35,100000050.78948514
